,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
21137,400700,Mumbai_Pawane2_L (Maharashtra),Mumbai_Pawane2_L (Maharashtra),Mumbai_Pawane2_L (Maharashtra),Navi mumbai,Maharashtra,FALSE
21138,521130,Avanigadda_Ramnagar_D (Andhra Pradesh),Avanigadda_Ramnagar_D (Andhra Pradesh),Avanigadda_Ramnagar_D (Andhra Pradesh),Avanigadda,Andhra Pradesh,TRUE
21139,770032,Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela,Orissa,FALSE
21140,361003,Jamnagar_Kansumara_L (Gujarat),Jamnagar_Kansumara_L (Gujarat),Jamnagar_Kansumara_L (Gujarat),Jamnagar,Gujarat,FALSE
21141,516464,Tadipatri_Kondapuram_D (Andhra Pradesh),Tadipatri_Kondapuram_D (Andhra Pradesh),Tadipatri_Kondapuram_D (Andhra Pradesh),Tadipatri,Andhra Pradesh,FALSE
21142,249132,Uttarkashi_Sulithang_DPP (Uttarakhand),Uttarkashi_Sulithang_DPP (Uttarakhand),Uttarkashi_Sulithang_DPP (Uttarakhand),Uttarkashi,Uttarakhand,FALSE
21143,563116,Bangarapet_AMPCClny_D (Karnataka),Bangarapet_AMPCClny_D (Karnataka),Bangarapet_AMPCClny_D (Karnataka),Bangarapet,Karnataka,TRUE
21144,360013,Rajkot_Amargadh_H (Gujarat),Rajkot_Amargadh_H (Gujarat),Rajkot_Amargadh_H (Gujarat),Rajkot,Gujarat,FALSE
21145,756121,Jajpur_Panasa_D (Orissa),Jajpur_Panasa_D (Orissa),Jajpur_Panasa_D (Orissa),Jajpur,Orissa,FALSE
21146,500007,Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad,Telangana,FALSE
21147,414003,Ahmednagar_Temp_L (Maharashtra),Ahmednagar_Nagapur_H (Maharashtra),Ahmednagar_Nagapur_H (Maharashtra),Ahmednagar,Maharashtra,FALSE
21148,460220,Athner_Bhainsdehi_DPP (Madhya Pradesh),Athner_Bhainsdehi_DPP (Madhya Pradesh),Athner_Bhainsdehi_DPP (Madhya Pradesh),Athner,Madhya Pradesh,TRUE
21149,535250,SKota_VizainagaramRd_DPP (Andhra Pradesh),SKota_VizainagaramRd_DPP (Andhra Pradesh),SKota_VizainagaramRd_DPP (Andhra Pradesh),S Kota,Andhra Pradesh,TRUE
21150,500037,Hyderabad_BalanagarPhase2_L (Telangana),Hyderabad_BalanagarPhase2_L (Telangana),Hyderabad_BalanagarPhase2_L (Telangana),Hyderabad,Telangana,FALSE
21151,431152,Aurangabad_Hamalwadi_DPP (Maharashtra),Aurangabad_Hamalwadi_DPP (Maharashtra),Aurangabad_Hamalwadi_DPP (Maharashtra),Aurangabad,Maharashtra,TRUE
21152,440029,Nagpur_Chikhali1_L (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur_Chikhali1_L (Maharashtra),Nagpur,Maharashtra,FALSE
21153,571463,Malavalli_Devlingapura_D (Karnataka),Malavalli_Devlingapura_D (Karnataka),Malavalli_Devlingapura_D (Karnataka),Malavalli,Karnataka,TRUE
21154,491993,Berla_CommunityCntr_DPP (Chhattisgarh),Berla_CommunityCntr_DPP (Chhattisgarh),Berla_CommunityCntr_DPP (Chhattisgarh),Berla,Chhattisgarh,FALSE
21155,574153,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,FALSE
21156,416425,Sangli_Patrakarnagar_D (Maharashtra),Sangli_Patrakarnagar_D (Maharashtra),Sangli_Patrakarnagar_D (Maharashtra),Sangli,Maharashtra,TRUE
21157,262522,Berinag_Kunjanpur_DPP (Uttarakhand),Berinag_Kunjanpur_DPP (Uttarakhand),Berinag_Kunjanpur_DPP (Uttarakhand),Pithoragarh,Uttarakhand,FALSE
21158,743423,Kolkata_Madhyamgram_H (West Bengal),Kolkata_Madhyamgram_H (West Bengal),Kolkata_Madhyamgram_H (West Bengal),Kolkata,West Bengal,TRUE
21159,335704,Srivijaynagar_Ward17_DPP (Rajasthan),Srivijaynagar_Ward17_DPP (Rajasthan),Srivijaynagar_Ward17_DPP (Rajasthan),Srivijaynagar,Rajasthan,FALSE
21160,685532,Mundakayam_Varikkani_D (Kerala),Mundakayam_Varikkani_D (Kerala),Mundakayam_Varikkani_D (Kerala),Mundakayam,Kerala,FALSE
21161,535557,Bobbili_Aguruvidi_D (Andhra Pradesh),Bobbili_Aguruvidi_D (Andhra Pradesh),Bobbili_Aguruvidi_D (Andhra Pradesh),Bobbili,Andhra Pradesh,FALSE
21162,416804,Devgad_TulashiNagar_DPP (Maharashtra),Devgad_TulashiNagar_DPP (Maharashtra),Devgad_TulashiNagar_DPP (Maharashtra),Devgad,Maharashtra,FALSE
21163,494337,Kanker_Govindpur_I (Chhattisgarh),Kanker_Govindpur_I (Chhattisgarh),Kanker_Govindpur_I (Chhattisgarh),Kanker,Chhattisgarh,FALSE
21164,695311,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,FALSE
21165,360320,Gondal_Bhojrajpara_D (Gujarat),Gondal_Bhojrajpara_D (Gujarat),Gondal_Bhojrajpara_D (Gujarat),Gondal,Gujarat,FALSE
21166,731202,Rampurhat_Sanghatamore_D (West Bengal),Rampurhat_Sanghatamore_D (West Bengal),Rampurhat_Sanghatamore_D (West Bengal),Rampurhat,West Bengal,TRUE
21167,632507,Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet,Tamil Nadu,TRUE
21168,632103,Gudiyattam_KTPRoad_D (Tamil Nadu),Gudiyattam_KTPRoad_D (Tamil Nadu),Gudiyattam_KTPRoad_D (Tamil Nadu),Gudiyattam,Tamil Nadu,TRUE
21169,382735,Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad,Gujarat,FALSE
21170,591308,Gokak_APMC_D (Karnataka),Gokak_APMC_D (Karnataka),Gokak_APMC_D (Karnataka),Gokak,Karnataka,FALSE
21171,331507,Sujangarh_Ward26_D (Rajasthan),Sujangarh_Ward26_D (Rajasthan),Sujangarh_Ward26_D (Rajasthan),Sujangarh,Rajasthan,TRUE
21172,713170,Balagarh_Natagarh_D (West Bengal),Balagarh_Natagarh_D (West Bengal),Balagarh_Natagarh_D (West Bengal),Balagarh,West Bengal,TRUE
21173,302055,Ajmer_Ratanzila_I (Rajasthan),Ajmer_Ratanzila_I (Rajasthan),Ajmer_Ratanzila_I (Rajasthan),Ajmer,Rajasthan,TRUE
21174,791122,Daporijo_TransportColny_D (Arunachal Pradesh),Daporijo_TransportColny_D (Arunachal Pradesh),Daporijo_TransportColny_D (Arunachal Pradesh),Daporijo,Arunachal Pradesh,FALSE
21175,673517,Thalassery_Nadapuram_D (Kerala),Thalassery_Nadapuram_D (Kerala),Thalassery_Nadapuram_D (Kerala),Thalassery,Kerala,TRUE
21176,769015,Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela,Orissa,FALSE
21177,691541,Pangodu_Bharathanoor_D (Kerala),Pangodu_Bharathanoor_D (Kerala),Pangodu_Bharathanoor_D (Kerala),Pangodu,Kerala,FALSE
21178,144027,Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar,Punjab,FALSE
21179,583281,Ilkal_Ward4_D (Karnataka),Ilkal_Ward4_D (Karnataka),Ilkal_Ward4_D (Karnataka),Ilkal,Karnataka,TRUE
21180,262543,Didihat_PantGaon_DPP (Uttarakhand),Didihat_PantGaon_DPP (Uttarakhand),Didihat_PantGaon_DPP (Uttarakhand),Didihat,Uttarakhand,FALSE
21181,400703,Mumbai_MahapeMIDC_L (Maharashtra),Mumbai_MahapeMIDC_L (Maharashtra),Mumbai_MahapeMIDC_L (Maharashtra),Navi mumbai,Maharashtra,FALSE
21182,695032,Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Thiruvananthapuram,Kerala,FALSE
21183,411035,Pune_GandharvNagari_L (Maharashtra),Pune_GandharvNagari_L (Maharashtra),Pune_GandharvNagari_L (Maharashtra),Pune,Maharashtra,FALSE
21184,637405,Namakkal_KonguNgr_D (Tamil Nadu),Namakkal_KonguNgr_D (Tamil Nadu),Namakkal_KonguNgr_D (Tamil Nadu),Namakkal,Tamil Nadu,TRUE
21185,607207,Viluppuram_Cholaganur_H (Tamil Nadu),Viluppuram_Cholaganur_H (Tamil Nadu),Viluppuram_Cholaganur_H (Tamil Nadu),Viluppuram,Tamil Nadu,FALSE
21186,680523,Chiramanangad_Akathiyor_D (Kerala),Chiramanangad_Akathiyor_D (Kerala),Chiramanangad_Akathiyor_D (Kerala),Chiramanangad,Kerala,TRUE
21187,283207,Firozabad_Kakrau_D (Uttar Pradesh),Firozabad_Kakrau2_C (Uttar Pradesh),Firozabad_Kakrau2_C (Uttar Pradesh),Firozabad,Uttar Pradesh,FALSE
21188,742305,Domkal_StateBank_D (West Bengal),Domkal_StateBank_D (West Bengal),Domkal_StateBank_D (West Bengal),Domkal,West Bengal,TRUE
21189,415103,Karad_Malkapur1_D (Maharashtra),Karad_Malkapur1_D (Maharashtra),Karad_Malkapur1_D (Maharashtra),Karad,Maharashtra,TRUE
21190,174011,NainaDevi_Baroh_DPP (Himachal Pradesh),NainaDevi_Baroh_DPP (Himachal Pradesh),NainaDevi_Baroh_DPP (Himachal Pradesh),Naina Devi,Himachal Pradesh,FALSE
21191,364313,Dhandhuka_Dholera_DPP (Gujarat),Dhandhuka_Dholera_DPP (Gujarat),Dhandhuka_Dholera_DPP (Gujarat),Dhandhuka,Gujarat,TRUE
21192,623211,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,TRUE
21193,622306,Peravurani_Karambakkudi_D (Tamil Nadu),Peravurani_Karambakkudi_D (Tamil Nadu),Peravurani_Karambakkudi_D (Tamil Nadu),Peravurani,Tamil Nadu,
21194,452001,Indore_UdhyogNagar_L (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore_UdhyogNagar_L (Madhya Pradesh),Indore,Madhya Pradesh,FALSE
21195,632316,Arani_PolurRd_D (Tamil Nadu),Arani_PolurRd_D (Tamil Nadu),Arani_PolurRd_D (Tamil Nadu),Arani,Tamil Nadu,TRUE
21196,313027,Salumbar_Khetawatwadi_DPP (Rajasthan),Salumbar_Khetawatwadi_DPP (Rajasthan),Salumbar_Khetawatwadi_DPP (Rajasthan),Salumbar,Rajasthan,TRUE
21197,700122,Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata,West Bengal,FALSE
21198,761016,Mohana_Betarsingi_D (Orissa),Mohana_Betarsingi_D (Orissa),Mohana_Betarsingi_D (Orissa),Mohana,Orissa,FALSE
21199,302038,Jaipur_KhandelwalNagar_L (Rajasthan),Jaipur_Sez_GW (Rajasthan),Jaipur_KhandelwalNagar_L (Rajasthan),Jaipur,Rajasthan,TRUE
21200,524314,Nellore_Inamadagudu_I (Andhra Pradesh),Nellore_Inamadagudu_I (Andhra Pradesh),Nellore_Inamadagudu_I (Andhra Pradesh),Nellore,Andhra Pradesh,FALSE
21201,210001,Banda_GayatriN_D (Uttar Pradesh),Banda_GayatriN_D (Uttar Pradesh),Banda_GayatriN_D (Uttar Pradesh),Banda,Uttar Pradesh,FALSE
21202,516227,Badvel_Chinthaputhypali_D (Andhra Pradesh),Badvel_Chinthaputhypali_D (Andhra Pradesh),Badvel_Chinthaputhypali_D (Andhra Pradesh),Badvel,Andhra Pradesh,TRUE
21203,570010,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,FALSE
21204,505403,Rudrangi_Chendurthi_DPP (Telangana),Rudrangi_Chendurthi_DPP (Telangana),Rudrangi_Chendurthi_DPP (Telangana),Rudrangi,Telangana,FALSE
21205,822114,Garhwa_Bishunpur_D (Jharkhand),Garhwa_Bishunpur_D (Jharkhand),Garhwa_Bishunpur_D (Jharkhand),Garhwa,Jharkhand,FALSE
21206,384121,Himmatnagar_Hadiyol_D (Gujarat),Himmatnagar_Hadiyol_D (Gujarat),Himmatnagar_Hadiyol_D (Gujarat),Himmatnagar,Gujarat,TRUE
21207,743193,Naihati_Kalyani_DPP (West Bengal),Naihati_Kalyani_DPP (West Bengal),Naihati_Kalyani_DPP (West Bengal),Kalyani,West Bengal,TRUE
21208,247453,Nanauta_MaharanaPratapColony_DPP (Uttar Pradesh),Nanauta_MaharanaPratapColony_DPP (Uttar Pradesh),Nanauta_MaharanaPratapColony_DPP (Uttar Pradesh),Nanauta,Uttar Pradesh,TRUE
21209,335526,Sangaria_Ward17_D (Rajasthan),Sangaria_Ward17_D (Rajasthan),Sangaria_Ward17_D (Rajasthan),Sangaria,Rajasthan,FALSE
21210,800012,Patna_PhulwariSharif_L (Bihar),Patna_Janarjanpur_H (Bihar),Patna_PhulwariSharif_L (Bihar),Patna,Bihar,FALSE
21211,144533,Rupnagar_Towercolony_D (Punjab),Rupnagar_Towercolony_D (Punjab),Rupnagar_Towercolony_D (Punjab),Rupnagar,Punjab,FALSE
21212,160079,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,FALSE
21213,713205,Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur,West Bengal,TRUE
21214,577515,Hosadurga_Vidyanagara1_D (Karnataka),Hosadurga_Vidyanagara1_D (Karnataka),Hosadurga_Vidyanagara1_D (Karnataka),Hosadurga,Karnataka,FALSE
21215,734431,Bagdogra_Lalman_D (West Bengal),Bagdogra_Lalman_D (West Bengal),Bagdogra_Lalman_D (West Bengal),Bagdogra,West Bengal,FALSE
21216,531219,Bheemunipatnam_PstOfc_D (Andhra Pradesh),Bheemunipatnam_PstOfc_D (Andhra Pradesh),Bheemunipatnam_PstOfc_D (Andhra Pradesh),Bheemunipatnam,Andhra Pradesh,TRUE
21217,580001,Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli,Karnataka,FALSE
21218,504220,Bellampalli_GandhiNagar_D (Telangana),Bellampalli_GandhiNagar_D (Telangana),Bellampalli_GandhiNagar_D (Telangana),Bellampalli,Telangana,FALSE
21219,445401,Yavatmal_Kalamb2_DPP (Maharashtra),Yavatmal_Kalamb2_DPP (Maharashtra),Yavatmal_Kalamb2_DPP (Maharashtra),Yavatmal,Maharashtra,FALSE
21220,322249,Karauli_Shikarganj_D (Rajasthan),Karauli_Shikarganj_D (Rajasthan),Karauli_Shikarganj_D (Rajasthan),Karauli,Rajasthan,TRUE
21221,470227,Rehli_Ward3_D (Madhya Pradesh),Rehli_Ward3_D (Madhya Pradesh),Rehli_Ward3_D (Madhya Pradesh),Rehli,Madhya Pradesh,TRUE
21222,682039,Cochin_Kalamaserry_L (Kerala),Cochin_Kalamaserry_L (Kerala),Cochin_Kalamaserry_L (Kerala),Aluva,Kerala,FALSE
21223,577128,Shimoga_Eshwariah_I (Karnataka),Shimoga_Eshwariah_I (Karnataka),Shimoga_Eshwariah_I (Karnataka),Shimoga,Karnataka,FALSE
21224,612804,Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam,Tamil Nadu,FALSE
21225,624107,Kodaikanal_Mudliyrpurm_D (Tamil Nadu),Kodaikanal_Mudliyrpurm_D (Tamil Nadu),Kodaikanal_Mudliyrpurm_D (Tamil Nadu),Kodaikanal,Tamil Nadu,TRUE
21226,226015,Lucknow_Barabankimati_L (Uttar Pradesh),Lucknow_Barabankimati_L (Uttar Pradesh),Lucknow_Barabankimati_L (Uttar Pradesh),Lucknow,Uttar Pradesh,FALSE
21227,626115,Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai,Tamil Nadu,TRUE
21228,229212,Lalganj_AzadNgrRd_D (Uttar Pradesh),Lalganj_AzadNgrRd_D (Uttar Pradesh),Lalganj_AzadNgrRd_D (Uttar Pradesh),Lalganj,Uttar Pradesh,TRUE
21229,360150,Bhanvad_MadhavPlaza_DPP (Gujarat),Bhanvad_MadhavPlaza_DPP (Gujarat),Bhanvad_MadhavPlaza_DPP (Gujarat),Bhanvad,Gujarat,TRUE
21230,572228,Huliyar_VasanthaNagar_D (Karnataka),Huliyar_VasanthaNagar_D (Karnataka),Huliyar_VasanthaNagar_D (Karnataka),Huliyar,Karnataka,FALSE
21231,222001,Jaunpur_Chachakpur_D (Uttar Pradesh),Jaunpur_Chachakpur_D (Uttar Pradesh),Jaunpur_Chachakpur_D (Uttar Pradesh),Jaunpur,Uttar Pradesh,TRUE
21232,508126,Bhuvanagiri_Keesararoad_D (Telangana),Bhuvanagiri_Keesararoad_D (Telangana),Bhuvanagiri_Keesararoad_D (Telangana),Bhuvanagiri,Telangana,FALSE
21233,175030,BilaspurHP_Khurari_I (Himachal Pradesh),BilaspurHP_Khurari_I (Himachal Pradesh),BilaspurHP_Khurari_I (Himachal Pradesh),Bilaspur-HP,Himachal Pradesh,TRUE
21234,635103,Hosur_SipcotPhase1_L (Tamil Nadu),Hosur_SipcotPhase1_L (Tamil Nadu),Hosur_SipcotPhase1_L (Tamil Nadu),Hosur,Tamil Nadu,TRUE
21235,124406,Rohtak_BahuAkbarpur_D (Haryana),Rohtak_BahuAkbarpur_D (Haryana),Rohtak_BahuAkbarpur_D (Haryana),Rohtak,Haryana,FALSE
21236,415608,Sangameshwar_Terye1_DPP (Maharashtra),Sangameshwar_Terye1_DPP (Maharashtra),Sangameshwar_Terye1_DPP (Maharashtra),Sangameshwar,Maharashtra,FALSE
21237,607404,Puducherry_Abhishekpakm_P (Pondicherry),Puducherry_Abhishekpakm_P (Pondicherry),Puducherry_Abhishekpakm_P (Pondicherry),Pondicherry,Pondicherry,TRUE
21238,271821,Bhinga_Ikauna_D (Uttar Pradesh),Bhinga_Ikauna_D (Uttar Pradesh),Bhinga_Ikauna_D (Uttar Pradesh),Bhinga,Uttar Pradesh,FALSE
21239,574143,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,FALSE
21240,754297,Athagarh_Karikol_D (Orissa),Athagarh_Karikol_D (Orissa),Athagarh_Karikol_D (Orissa),Athagarh,Orissa,TRUE
21241,144620,Kapurthala_KartarNagar_D (Punjab),Kapurthala_KartarNagar_D (Punjab),Kapurthala_KartarNagar_D (Punjab),Kapurthala,Punjab,TRUE
21242,172024,Kumarsain_Bharara_D (Himachal Pradesh),Kumarsain_Bharara_D (Himachal Pradesh),Kumarsain_Bharara_D (Himachal Pradesh),Kumarsain,Himachal Pradesh,FALSE
21243,248197,Dehradun_Badowala_H (Uttarakhand),Dehradun_Badowala_H (Uttarakhand),Dehradun_Badowala_H (Uttarakhand),Dehradun,Uttarakhand,FALSE
21244,843127,Muzaffarpur_Motipur_D (Bihar),Muzaffarpur_Motipur_D (Bihar),Muzaffarpur_Motipur_D (Bihar),Muzaffarpur,Bihar,TRUE
21245,691572,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,FALSE
21246,400078,Mumbai_WagleMIDC_L (Maharashtra),Mumbai_WagleMIDC_L (Maharashtra),Mumbai_WagleMIDC_L (Maharashtra),Thane,Maharashtra,FALSE
21247,625602,Vadipatti_MettuPerumal_D (Tamil Nadu),Vadipatti_MettuPerumal_D (Tamil Nadu),Vadipatti_MettuPerumal_D (Tamil Nadu),Vadipatti,Tamil Nadu,FALSE
21248,741246,Naihati_Kalyani_DPP (West Bengal),Naihati_Kalyani_DPP (West Bengal),Naihati_Kalyani_DPP (West Bengal),Kalyani,West Bengal,TRUE
21249,673575,Kalpetta_Mandayapuram_D (Kerala),Kalpetta_Mandayapuram_D (Kerala),Kalpetta_Mandayapuram_D (Kerala),Kalpetta,Kerala,TRUE
21250,413003,Solapur_Balepeth_I (Maharashtra),Solapur_Balepeth_I (Maharashtra),Solapur_Balepeth_I (Maharashtra),Solapur,Maharashtra,TRUE
21251,685583,Thodupuzha_Manimalakunu_D (Kerala),Thodupuzha_Manimalakunu_D (Kerala),Thodupuzha_Manimalakunu_D (Kerala),Thodupuzha,Kerala,FALSE
21252,766021,Bhawanipatna_Dangaripadar_H (Orissa),Bhawanipatna_Dangaripadar_H (Orissa),Bhawanipatna_Dangaripadar_H (Orissa),Bhawanipatna,Orissa,TRUE
21253,734316,Kalimpong_Ward22_D (West Bengal),Kalimpong_Ward22_D (West Bengal),Kalimpong_Ward22_D (West Bengal),Kalimpong,West Bengal,TRUE
21254,451224,Maheshwar_DhmnodRd_DPP (Madhya Pradesh),Maheshwar_DhmnodRd_DPP (Madhya Pradesh),Maheshwar_DhmnodRd_DPP (Madhya Pradesh),Maheshwar,Madhya Pradesh,TRUE
21255,246194,Pauri_Khndyusn_D (Uttarakhand),Pauri_Khndyusn_D (Uttarakhand),Pauri_Khndyusn_D (Uttarakhand),Pauri,Uttarakhand,TRUE
21256,247772,Thanabhawan_FlourMill_DPP (Uttar Pradesh),Thanabhawan_FlourMill_DPP (Uttar Pradesh),Thanabhawan_FlourMill_DPP (Uttar Pradesh),Thanabhawan,Uttar Pradesh,FALSE
21257,380017,Ahmedabad_Sanathal_L (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Sanathal_L (Gujarat),Ahmedabad,Gujarat,TRUE
21258,695012,Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Thiruvananthapuram,Kerala,FALSE
21259,283203,Firozabad_Kakrau_D (Uttar Pradesh),Firozabad_Kakrau2_C (Uttar Pradesh),Firozabad_Kakrau2_C (Uttar Pradesh),Firozabad,Uttar Pradesh,FALSE
21260,246473,Chamoli_Karnaprayag_D (Uttarakhand),Chamoli_Karnaprayag_D (Uttarakhand),Chamoli_Karnaprayag_D (Uttarakhand),Chamoli,Uttarakhand,FALSE
21261,521260,Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada,Andhra Pradesh,FALSE
21262,560029,Bangalore_Temp1_L (Karnataka),Bangalore_Temp1_L (Karnataka),Bangalore_Temp1_L (Karnataka),Bangalore,Karnataka,FALSE
21263,577539,Channagiri_Holalkere1_D (Karnataka),Channagiri_Holalkere1_D (Karnataka),Channagiri_Holalkere1_D (Karnataka),Channagiri,Karnataka,FALSE
21264,413005,Solapur_Balepeth_I (Maharashtra),Solapur_Balepeth_I (Maharashtra),Solapur_Balepeth_I (Maharashtra),Solapur,Maharashtra,TRUE
21265,403801,Goa_VernaIndustEstate_L (Goa),Goa_Hub (Goa),Goa_VernaIndustEstate_L (Goa),Goa,Goa,FALSE
21266,743376,Canning_Kanthalberia_D (West Bengal),Canning_Kanthalberia_D (West Bengal),Canning_Kanthalberia_D (West Bengal),Canning,West Bengal,TRUE
21267,522233,Chilakaluripet_ChrlesChrch_DPP (Andhra Pradesh),Chilakaluripet_ChrlesChrch_DPP (Andhra Pradesh),Chilakaluripet_ChrlesChrch_DPP (Andhra Pradesh),Chilakaluripet,Andhra Pradesh,FALSE
21268,387360,Nadiad_Shantinagar_D (Gujarat),Nadiad_Shantinagar_D (Gujarat),Nadiad_Shantinagar_D (Gujarat),Nadiad,Gujarat,TRUE
21269,628008,Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin,Tamil Nadu,FALSE
21270,517003,Chittoor_Greamspet_D (Andhra Pradesh),Chittoor_Greamspet_D (Andhra Pradesh),Chittoor_Greamspet_D (Andhra Pradesh),Chittoor,Andhra Pradesh,FALSE
21271,787110,Silapathar_Junakinagar_D (Assam),Silapathar_Junakinagar_D (Assam),Silapathar_Junakinagar_D (Assam),Silapathar,Assam,FALSE
21272,573212,Hassan_Nagathavalli_I (Karnataka),Hassan_Nagathavalli_I (Karnataka),Hassan_Nagathavalli_I (Karnataka),Hassan,Karnataka,FALSE
21273,441902,Gondia_Mundipar_I (Maharashtra),Gondia_Mundipar_I (Maharashtra),Gondia_Mundipar_I (Maharashtra),Gondia,Maharashtra,TRUE
21274,221705,Ratanpura_MubarDPP_D (Uttar Pradesh),Ratanpura_MubarDPP_D (Uttar Pradesh),Ratanpura_MubarDPP_D (Uttar Pradesh),Ratanpura,Uttar Pradesh,FALSE
21275,508244,Chandur_ShivajiNagar_D (Telangana),Chandur_ShivajiNagar_D (Telangana),Chandur_ShivajiNagar_D (Telangana),Chandur,Telangana,FALSE
21276,226301,Lucknow_Bhokapur_L (Uttar Pradesh),Lucknow_Bhokapur_GW (Uttar Pradesh),Lucknow_Bhokapur_R (Uttar Pradesh),Lucknow,Uttar Pradesh,FALSE
21277,445106,Arni_SambhajiNagar_DPP (Maharashtra),Arni_SambhajiNagar_DPP (Maharashtra),Arni_SambhajiNagar_DPP (Maharashtra),Arni,Maharashtra,FALSE
21278,394230,Surat_Kacholi_GW (Gujarat),Surat_Kacholi_GW (Gujarat),Surat_Kacholi_GW (Gujarat),Surat,Gujarat,FALSE
21279,690531,Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla,Kerala,TRUE
21280,700145,Kolkata_Nazirabad_L (West Bengal),Kolkata_Nazirabad_L (West Bengal),Kolkata_Nazirabad_L (West Bengal),Kolkata,West Bengal,FALSE
21281,518196,Betamcherla_Bngnpalle_D (Andhra Pradesh),Betamcherla_Bngnpalle_D (Andhra Pradesh),Betamcherla_Bngnpalle_D (Andhra Pradesh),Betamcherla,Andhra Pradesh,TRUE
21282,508376,Suryapet_Krishnanagar_D (Telangana),Suryapet_Krishnanagar_D (Telangana),Suryapet_Krishnanagar_D (Telangana),Suryapet,Telangana,TRUE
21283,609107,Sirkazhi_Kovilpathu_D (Tamil Nadu),Sirkazhi_Kovilpathu_D (Tamil Nadu),Sirkazhi_Kovilpathu_D (Tamil Nadu),Sirkazhi,Tamil Nadu,TRUE
21284,444602,Amravati_Nimbhora_H (Maharashtra),Amravati_Nimbhora_H (Maharashtra),Amravati_Nimbhora_H (Maharashtra),Amravati,Maharashtra,FALSE
21285,143105,Amritsar_VerkaBypss_I (Punjab),Amritsar_VerkaBypss_I (Punjab),Amritsar_VerkaBypss_I (Punjab),Amritsar,Punjab,FALSE
21286,829120,Patratu_Saundabasti_D (Jharkhand),Patratu_Saundabasti_D (Jharkhand),Patratu_Saundabasti_D (Jharkhand),Patratu,Jharkhand,FALSE
